bin,Sample,Museum,Species,Sex,Age,Year,Country,Region,Oral.health,GenomeBin,Specific lineage dataset,%Complete (specific),%Complete and single-copy (specific),%Complete and duplicated (specific),%Fragmented (specific),%Missing (specific),Total number (specific),Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,GC (%),N50,N75,L50,L75,# N's per 100 kbp,# predicted rRNA genes,DepthSum,bin_type,bin_path,Marker lineage,# genomes,# markers,# marker sets,0,1,2,3,4,5+,Completeness,Contamination,Strain heterogeneity,classification,closest_genome_reference,closest_genome_reference_radius,closest_genome_taxonomy,closest_genome_ani,closest_genome_af,closest_placement_reference,closest_placement_radius,closest_placement_taxonomy,closest_placement_ani,closest_placement_af,pplacer_taxonomy,classification_method,note,other_related_references(genome_id;species_name;radius;ANI;AF),msa_percent,translation_table,red_value,warnings
MEGAHIT-MaxBin2Refined-F7.003.fa.gz,F7,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F7.003.fa.gz,bacteria_odb10,94.4,94.4,0.0,0.8,4.8,124,MEGAHIT-MaxBin2Refined-F7.003.fa.gz,308,308,144,82,15,2,2360980,2360980,1969865,1531270,541165,125442,308,69583,2360980,30.33,13193,6954,52,110,0.0,2 + 1 part,25,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F7.003.fa.gz,k__Bacteria (UID2329),174,149,89,1,145,3,0,0,0,98.88,3.37,0.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,93.45,11.0,0.90945,
MEGAHIT-MaxBin2Refined-F8.001.fa.gz,F8,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F8.001.fa.gz,bacteria_odb10,100.0,100.0,0.0,0.0,0.0,124,MEGAHIT-MaxBin2Refined-F8.001.fa.gz,102,102,58,49,38,27,3582615,3582615,3499658,3437424,3242865,2818164,102,246752,3582615,62.07,106168,56477,13,25,0.0,0 + 2 part,54,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F8.001.fa.gz,p__Proteobacteria (UID3887),1487,259,162,3,256,0,0,0,0,98.15,0.0,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,98.25,11.0,0.96734,
MEGAHIT-MaxBin2Refined-F8.002.fa.gz,F8,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F8.002.fa.gz,bacteria_odb10,98.4,96.8,1.6,1.6,0.0,124,MEGAHIT-MaxBin2Refined-F8.002.fa.gz,218,218,40,34,24,18,2601478,2601478,2312580,2271930,2090919,1878198,218,231699,2601478,37.85,84521,44482,10,20,0.0,5 + 3 part,5,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F8.002.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,740,21,2,0,0,99.36,3.49,3.7,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,95.85,11.0,0.97269,
MEGAHIT-MetaBAT2Refined-F8.2.fa.gz,F8,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F8.2.fa.gz,bacteria_odb10,92.7,92.7,0.0,4.0,3.3,124,MEGAHIT-MetaBAT2Refined-F8.2.fa.gz,125,125,97,63,36,8,2287619,2287619,2197255,1951741,1508752,503868,125,97132,2287619,65.73,33422,18000,24,47,0.0,0 + 0 part,15,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F8.2.fa.gz,p__Actinobacteria (UID1454),732,205,119,6,198,1,0,0,0,94.96,0.84,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,,,,,,GCA_030530685.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp030530685,89.17,0.636,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,95.05,11.0,0.99432,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-F8.5.fa.gz,F8,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F8.5.fa.gz,bacteria_odb10,91.1,91.1,0.0,5.6,3.3,124,MEGAHIT-MetaBAT2Refined-F8.5.fa.gz,662,662,232,65,2,0,3348069,3348069,2094587,942557,67532,0,662,35319,3348069,70.5,6306,3825,158,329,0.0,0 + 1 part,11,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F8.5.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,21,395,3,1,0,0,92.66,1.5,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,,,,,,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_004010955.1; s__Actinomyces wuliandei; 95.0; 84.73; 0.162; GCF_003606385.1; s__Actinomyces lilanjuaniae; 95.0; 84.72; 0.165,87.41,11.0,0.97993,
MEGAHIT-MaxBin2Refined-F9.002.fa.gz,F9,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-F9.002.fa.gz,bacteria_odb10,100.0,100.0,0.0,0.0,0.0,124,MEGAHIT-MaxBin2Refined-F9.002.fa.gz,110,110,66,57,40,25,3578509,3578509,3487901,3422572,3128113,2568162,110,243740,3578509,62.15,86137,43743,13,28,0.0,0 + 0 part,25,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-F9.002.fa.gz,p__Proteobacteria (UID3887),1487,259,162,3,256,0,0,0,0,98.15,0.0,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Lautropia;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,98.25,11.0,0.96734,
MEGAHIT-MetaBAT2Refined-F9.1.fa.gz,F9,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F9.1.fa.gz,bacteria_odb10,95.2,95.2,0.0,1.6,3.2,124,MEGAHIT-MetaBAT2Refined-F9.1.fa.gz,113,113,97,76,32,7,2280444,2280444,2227669,2061217,1344939,449532,113,85230,2280444,65.82,29873,17690,25,51,0.0,0 + 0 part,18,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F9.1.fa.gz,p__Actinobacteria (UID1454),732,205,119,5,200,0,0,0,0,95.8,0.0,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,,,,,,GCA_030530685.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp030530685,89.31,0.65,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,96.17,11.0,0.99442,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-F9.3.fa.gz,F9,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F9.3.fa.gz,bacteria_odb10,91.9,91.9,0.0,3.2,4.9,124,MEGAHIT-MetaBAT2Refined-F9.3.fa.gz,181,181,132,92,26,2,2423457,2423457,2275197,1972167,920471,127108,181,72911,2423457,48.64,20242,12524,39,78,0.0,0 + 0 part,10,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F9.3.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,28,730,9,0,0,0,96.41,1.11,33.33,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mesocricetibacter;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,91.26,11.0,0.95539,
MEGAHIT-MetaBAT2Refined-F9.5.fa.gz,F9,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-F9.5.fa.gz,bacteria_odb10,98.4,98.4,0.0,1.6,0.0,124,MEGAHIT-MetaBAT2Refined-F9.5.fa.gz,45,45,34,30,26,15,2153674,2153674,2121097,2093166,2028609,1631322,45,421106,2153674,37.59,86973,51932,7,15,0.0,3 + 1 part,31,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-F9.5.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,762,1,0,0,0,99.36,0.02,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,97.14,11.0,0.97278,
MEGAHIT-MetaBAT2Refined-R10.16.fa.gz,R10,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R10.16.fa.gz,bacteria_odb10,85.5,85.5,0.0,9.7,4.8,124,MEGAHIT-MetaBAT2Refined-R10.16.fa.gz,464,464,153,33,0,0,2210843,2210843,1292392,457331,0,0,464,20113,2210843,47.77,5903,3526,119,241,0.0,0 + 0 part,10,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R10.16.fa.gz,f__Lachnospiraceae (UID1255),90,354,174,29,314,11,0,0,0,90.74,4.98,27.27,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SY8519;s__,,,,,,GCA_017459945.1,95.0,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SY8519;s__SY8519 sp017459945,90.82,0.641,d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SY8519;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCA_015057865.1; s__SY8519 sp015057865; 95.0; 89.02; 0.435; GCA_902797015.1; s__SY8519 sp902797015; 95.0; 85.53; 0.212,84.21,11.0,0.99482,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-R10.6.fa.gz,R10,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R10.6.fa.gz,bacteria_odb10,87.1,87.1,0.0,5.6,7.3,124,MEGAHIT-MetaBAT2Refined-R10.6.fa.gz,282,282,178,87,17,1,2650423,2650423,2309840,1638714,577855,51070,282,51070,2650423,61.12,13280,7591,61,127,0.0,0 + 0 part,13,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R10.6.fa.gz,p__Actinobacteria (UID1454),732,205,119,13,185,7,0,0,0,95.38,3.45,28.57,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__,,,,,,GCA_015062745.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__Asp313 sp015062745,93.7,0.755,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003073475.1; s__Asp313 sp003073475; 95.0; 89.99; 0.619,87.05,11.0,0.99748,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-R11.001.fa.gz,R11,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-R11.001.fa.gz,bacteria_odb10,95.2,94.4,0.8,2.4,2.4,124,MEGAHIT-MaxBin2Refined-R11.001.fa.gz,199,199,139,102,44,13,3114985,3114985,2968485,2701947,1769213,764419,199,76483,3114985,68.07,26792,15916,36,73,0.0,0 + 1 part,53,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-R11.001.fa.gz,o__Actinomycetales (UID1530),622,258,152,11,243,3,1,0,0,93.86,2.63,16.67,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,GCF_900289195.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,97.05,0.85,,,,,,,ani_screen,classification based on ANI only,GCF_000426605.1; s__Propionibacterium acid.fa.gzciens; 95.0; 84.7; 0.349; GCF_003666605.1; s__Propionibacterium australiense; 95.0; 89.86; 0.653,,,,
MEGAHIT-MaxBin2Refined-R11.002.fa.gz,R11,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-R11.002.fa.gz,bacteria_odb10,96.0,94.4,1.6,4.0,0.0,124,MEGAHIT-MaxBin2Refined-R11.002.fa.gz,98,98,47,38,26,19,2264634,2264634,2156775,2091440,1886477,1634172,98,153601,2264634,37.92,65653,43104,11,21,0.0,3 + 2 part,40,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-R11.002.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,752,11,0,0,0,99.36,0.94,36.36,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,97.34,11.0,0.97267,
MEGAHIT-MaxBin2Refined-R11.007.fa.gz,R11,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-R11.007.fa.gz,bacteria_odb10,87.9,85.5,2.4,8.9,3.2,124,MEGAHIT-MaxBin2Refined-R11.007.fa.gz,507,507,159,66,3,0,2339999,2339999,1618477,976268,88069,0,507,30357,2339999,65.19,8031,3969,88,190,0.0,1 + 1 part,7,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-R11.007.fa.gz,p__Actinobacteria (UID1454),732,205,119,7,186,12,0,0,0,94.12,4.7,33.33,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,,,,,,GCA_030530685.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__Peptidiphaga sp030530685,89.34,0.543,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Peptidiphaga;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,,82.9,11.0,0.99443,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-R11.1_sub.fa.gz,R11,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R11.1_sub.fa.gz,bacteria_odb10,93.5,93.5,0.0,0.0,6.5,124,MEGAHIT-MetaBAT2Refined-R11.1_sub.fa.gz,206,206,125,74,23,4,2272503,2272503,2032981,1677639,868984,226112,206,61056,2272503,30.03,18734,9789,36,77,0.0,1 + 0 part,24,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R11.1_sub.fa.gz,k__Bacteria (UID2329),174,149,89,4,143,2,0,0,0,96.63,2.25,0.0,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,,,,,,,,,,,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__CALHVR01;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,95.09,11.0,0.90974,
MEGAHIT-MetaBAT2Refined-R11.6.fa.gz,R11,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R11.6.fa.gz,bacteria_odb10,96.0,96.0,0.0,2.4,1.6,124,MEGAHIT-MetaBAT2Refined-R11.6.fa.gz,57,57,48,42,33,21,2629467,2629467,2597135,2546723,2404667,1922059,57,263817,2629467,61.26,76558,47469,11,23,0.0,1 + 0 part,20,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R11.6.fa.gz,p__Actinobacteria (UID1454),732,205,119,1,203,1,0,0,0,99.72,0.42,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__,,,,,,GCA_015062745.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__Asp313 sp015062745,93.87,0.792,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Asp313;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_003073475.1; s__Asp313 sp003073475; 95.0; 89.59; 0.654,97.26,11.0,0.99766,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-R1.002.fa.gz,R1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-R1.002.fa.gz,bacteria_odb10,100.0,99.2,0.8,0.0,0.0,124,MEGAHIT-MaxBin2Refined-R1.002.fa.gz,247,247,182,126,52,12,4088437,4088437,3914617,3501054,2279686,908063,247,133207,4088437,67.14,26993,15794,43,92,0.0,3 + 1 part,100,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-R1.002.fa.gz,f__Actinomycetaceae (UID1531),42,420,211,4,408,6,2,0,0,98.58,2.17,0.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,,,,,,GCF_030530635.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces sp030530635,87.85,0.544,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_900098745.1; s__Actinomyces glycerinitolerans; 96.88; 89.02; 0.542; GCF_900002405.1; s__Actinomyces succiniciruminis; 95.0; 88.02; 0.515; GCF_004798665.1; s__Actinomyces procaprae; 95.0; 86.82; 0.427; GCF_004102025.1; s__Actinomyces qiguomingii; 95.0; 85.78; 0.417; GCF_002154335.2; s__Actinomyces ruminis; 95.0; 85.73; 0.44; GCF_900103885.1; s__Actinomyces ruminicola; 95.0; 85.6; 0.47; GCF_009930875.1; s__Actinomyces sp009930875; 95.0; 85.09; 0.38,95.85,11.0,0.99065,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MaxBin2Refined-R1.005.fa.gz,R1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MaxBin2Refined-R1.005.fa.gz,bacteria_odb10,99.2,99.2,0.0,0.8,0.0,124,MEGAHIT-MaxBin2Refined-R1.005.fa.gz,90,90,47,42,31,21,2536677,2536677,2447226,2414204,2246820,1896537,90,177644,2536677,44.22,76354,45025,11,22,0.0,4 + 0 part,33,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MaxBin2Refined-R1.005.fa.gz,c__Gammaproteobacteria (UID4387),965,277,177,0,276,1,0,0,0,100.0,0.56,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__,,,,,,GCA_000017245.1,95.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__Basfia_A succinogenes,85.94,0.59,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Basfia_A;s__,taxonomic classification defined by topology and ANI,classification based on placement in class-level tree,GCF_014843355.1; s__Basfia_A sp014843355; 95.0; 86.66; 0.558,98.47,11.0,0.98912,Genome not assigned to closest species as it.fa.gzlls outside its pre-defined ANI radius
MEGAHIT-MetaBAT2Refined-R1.12.fa.gz,R1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R1.12.fa.gz,bacteria_odb10,96.0,94.4,1.6,1.6,2.4,124,MEGAHIT-MetaBAT2Refined-R1.12.fa.gz,274,274,171,110,15,0,2710865,2710865,2384128,1927886,498586,0,274,44784,2710865,68.84,14241,9062,62,122,0.0,0 + 0 part,33,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R1.12.fa.gz,o__Actinomycetales (UID1530),622,258,152,10,244,3,1,0,0,95.18,2.96,50.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,GCF_900289195.1,95.0,d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium ruminifibrarum,97.03,0.866,,,,,,,ani_screen,classification based on ANI only,GCF_000426605.1; s__Propionibacterium acid.fa.gzciens; 95.0; 85.44; 0.392; GCF_003666605.1; s__Propionibacterium australiense; 95.0; 89.84; 0.705,,,,
MEGAHIT-MetaBAT2Refined-R1.2.fa.gz,R1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R1.2.fa.gz,bacteria_odb10,96.8,96.8,0.0,3.2,0.0,124,MEGAHIT-MetaBAT2Refined-R1.2.fa.gz,48,48,40,37,28,14,2076367,2076367,2046997,2025873,1892752,1386648,48,163761,2076367,37.49,83400,43979,9,18,0.0,2 + 0 part,156,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R1.2.fa.gz,f__Pasteurellaceae (UID4932),83,767,440,4,761,2,0,0,0,99.36,0.25,50.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Mannheimia;s__,taxonomic novelty determined using RED,classification based on placement in class-level tree,,96.9,11.0,0.97261,
MEGAHIT-MetaBAT2Refined-R1.6.fa.gz,R1,NINA,Rangifer tarandus,,,,,,,MEGAHIT-MetaBAT2Refined-R1.6.fa.gz,bacteria_odb10,89.5,89.5,0.0,7.3,3.2,124,MEGAHIT-MetaBAT2Refined-R1.6.fa.gz,329,329,147,39,0,0,1843291,1843291,1282156,541142,0,0,329,21533,1843291,51.2,6827,4400,86,169,0.0,0 + 0 part,7,refined,/cfs/klemming/projects/snic/sllstore2017021/MAMMALIAN_DC/output/M2_nfcore_mag/GenomeBinning//DASTool/bins/MEGAHIT-MetaBAT2Refined-R1.6.fa.gz,o__Burkholderiales (UID4000),193,427,214,36,384,7,0,0,0,90.81,2.52,0.0,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,,,,,,,,,,,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Brachymonas;s__,taxonomic classification fully defined by topology,classification based on placement in class-level tree,,87.92,11.0,0.94813,
